code,company,label_property,title,url,article,website
HK1357,美图公司,利空,一年亏了8.79亿 美图终于决定断臂：拟在今年年中砍掉智能手机及电商业务,http://m.chinatimes.net.cn/article/85084.html,,chinatimes
HK1717,澳优,中性,2018年出生婴儿下降11.6% 倒逼奶粉行业升级转型 雅培等企业发力电商渠道,http://m.chinatimes.net.cn/article/85571.html,,chinatimes
HK1810,小米集团-W,中性,小米金融加码供应链金融 放贷业务仍是核心,http://m.chinatimes.net.cn/article/86185.html,,chinatimes
HK1972,太古地产,利空,太古地产步调缓慢掉队明显 2018年收入、经营溢利双下降,http://m.chinatimes.net.cn/article/85522.html,,chinatimes
HK1983,泸州银行,利空,泸州银行不良率0.8%的背后：贷款总额暴增逾60% 信贷质量尚待“秋后算账”,http://m.chinatimes.net.cn/article/85565.html,,chinatimes
HK1983,泸州银行,利空,泸州银行高速扩张的代价：净利下滑 失血严重,http://m.chinatimes.net.cn/article/84630.html,,chinatimes
HK2003,维信金科,中性,超高民间借贷利率导致某些平台形成暴利,http://m.chinatimes.net.cn/article/85227.html,,chinatimes
HK2016,浙商银行,中性,浙商银行：以新业态新模式培育新动能,http://m.chinatimes.net.cn/article/84850.html,,chinatimes
HK2019,德信中国,中性,供需两旺 二线城市渐成房企主战场,http://m.chinatimes.net.cn/article/85307.html,,chinatimes
HK2019,德信中国,中性,环沪土拍市场频现高溢价 部分房企认为窗口期已至,http://m.chinatimes.net.cn/article/84313.html,,chinatimes
HK2020,安踏体育,中性,两会上的“明星企业家”：周鸿祎董明珠雷军谁的表现最亮眼,http://m.chinatimes.net.cn/article/84880.html,,chinatimes
HK2068,中铝国际,中性,中铝提速国有资本投资公司试点步伐 人事大调整先行,http://m.chinatimes.net.cn/article/84350.html,,chinatimes
