title,url,label_property,code,company
唐宫中国年度股东应占溢利同比减少12.3%至1.15亿元,https://news.10jqka.com.cn/m610472718/,利空,HK1181,唐宫中国
唐宫中国现跌17%  中期业绩令市场失望,https://news.10jqka.com.cn/m606854115/,利空,HK1181,唐宫中国
唐宫中国急跌逾16%创逾一年新低 中期少赚16%,https://news.10jqka.com.cn/m606811939/,利空,HK1181,唐宫中国
唐宫中国中期股东应占溢利减少15.7%至5221.9万元 每股派3.4港仙,https://news.10jqka.com.cn/m606805549/,利空,HK1181,唐宫中国
唐宫中国(01181-HK)发行5.33亿股分拆股份,https://news.10jqka.com.cn/m604904285/,利好,HK1181,唐宫中国
唐宫中国(01181)折让98.72%发行5.33亿股分拆股份,https://news.10jqka.com.cn/m604896645/,利好,HK1181,唐宫中国
唐宫中国(01181.HK)因股份奖励计划而折价97.27%发行108.25万股,https://news.10jqka.com.cn/m603935329/,利好,HK1181,唐宫中国
唐宫中国(01181)授出合共108.25万股奖励股份,https://news.10jqka.com.cn/m603785978/,利好,HK1181,唐宫中国
唐宫中国(01181.HK)澄清与可疑网站及资料所涉事情无关,https://news.10jqka.com.cn/m603411487/,利空,HK1181,唐宫中国
唐宫中国(01181)澄清与可疑网站及资料无关 从未邀请加盟,https://news.10jqka.com.cn/m603411269/,利空,HK1181,唐宫中国
唐宫中国(01181)股东特别大会审议通过发行红股议案,https://news.10jqka.com.cn/m600616642/,利好,HK1181,唐宫中国
唐宫中国现跌5% 拟四送一红股,https://news.10jqka.com.cn/m600127854/,中性,HK1181,唐宫中国
唐宫中国(01181)中期净利润同比增51.1%至6195万元 每股派息8.5港仙,https://news.10jqka.com.cn/m600108230/,利好,HK1181,唐宫中国
唐宫中国(01181-HK)拟以10.4万/月租入新商铺,https://news.10jqka.com.cn/m595938233/,利好,HK1181,唐宫中国
唐宫中国(01181-HK)料2016年度利润大幅提高,https://news.10jqka.com.cn/m595721942/,利好,HK1181,唐宫中国
财通国际：予唐宫中国增持评级 看2.09港元,https://news.10jqka.com.cn/m586036061/,中性,HK1181,唐宫中国
胜龙国际拟40万港元收购威力财务有限公司全部股权,https://news.10jqka.com.cn/m608938196/,中性,HK1182,胜龙国际
胜龙国际中期股东应占亏损同比收窄51.8%至1353.9万港元,https://news.10jqka.com.cn/m608377121/,利空,HK1182,胜龙国际
胜龙国际与联易融订立服务协议,https://news.10jqka.com.cn/m608082922/,中性,HK1182,胜龙国际
胜龙国际拟更名为“易块资本国际控股有限公司”,https://news.10jqka.com.cn/m607806006/,中性,HK1182,胜龙国际
胜龙国际折让0.8%发行2.926亿股配售股份,https://news.10jqka.com.cn/m606954725/,中性,HK1182,胜龙国际
胜龙国际取消授出8280万份购股权,https://news.10jqka.com.cn/m606776279/,中性,HK1182,胜龙国际
胜龙国际(01182-HK)全年度亏损1.3亿不派息,https://news.10jqka.com.cn/m605345464/,利空,HK1182,胜龙国际
胜龙国际(01182)年度股东应占亏损收窄16%至1.32亿港元,https://news.10jqka.com.cn/m605341434/,利空,HK1182,胜龙国际
胜龙国际(01182-HK)升21.95%  成交1963万股,https://news.10jqka.com.cn/m602083685/,利好,HK1182,胜龙国际
胜龙国际(01182)中期亏损减少4.01%至2810.6万港元,https://news.10jqka.com.cn/m601748218/,利空,HK1182,胜龙国际
胜龙国际(01182)向执董陈政宏授出2070万份购股权,https://news.10jqka.com.cn/m600637460/,利好,HK1182,胜龙国际
胜龙国际(01182)200万港元出售奢侈品包装产品贸易业务,https://news.10jqka.com.cn/m600241794/,中性,HK1182,胜龙国际
胜龙国际(01182-HK)终止艾美业务合作合约,https://news.10jqka.com.cn/m597175203/,利空,HK1182,胜龙国际
胜龙（01182.HK）列强阵 迎储能行业爆发期,https://news.10jqka.com.cn/m597165883/,利好,HK1182,胜龙国际
胜龙国际(01182-HK)就收购一组能源公司签订谅解备忘录,https://news.10jqka.com.cn/m596815266/,利好,HK1182,胜龙国际
搜影大师：转型料好事近 胜龙国际挑战新高,https://news.10jqka.com.cn/m596327683/,利好,HK1182,胜龙国际
黄媚宸增持胜龙国际463万股 耗资182万港币,https://news.10jqka.com.cn/m595286238/,中性,HK1182,胜龙国际
胜龙国际(01182)6个月亏损收窄至2927.9万元,https://news.10jqka.com.cn/m594994991/,利空,HK1182,胜龙国际
Declan Investments Inc。增持胜龙国际290万股 耗资117万港币,https://news.10jqka.com.cn/m594904827/,利好,HK1182,胜龙国际
胜龙国际进军越南,https://news.10jqka.com.cn/m593768100/,利好,HK1182,胜龙国际
胜龙国际(01182)年度净亏损2.32亿港元,https://news.10jqka.com.cn/m590278906/,利空,HK1182,胜龙国际
胜龙国际(01182)全年亏损2.315亿港元不派息,https://news.10jqka.com.cn/m590278905/,利空,HK1182,胜龙国际
胜龙国际越南收购酒店开展博彩业务,https://news.10jqka.com.cn/m589526700/,利好,HK1182,胜龙国际
澳能建设回购40万股涉资50万港元,https://news.10jqka.com.cn/m610857530/,中性,HK1183,澳能建设
澳能建设回购29.4万股涉资34.89万港元,https://news.10jqka.com.cn/m610688109/,利好,HK1183,澳能建设
澳能建设拟斥最多5000万元回购10%股份,https://news.10jqka.com.cn/m610623566/,中性,HK1183,澳能建设
澳能建设年度股东应占溢利同比减少29.64%至5501.4万澳门元 末期息3.4港仙,https://news.10jqka.com.cn/m610555601/,利空,HK1183,澳能建设
澳能建设收购澳门多层工业单位作仓库用途,https://news.10jqka.com.cn/m608557523/,中性,HK1183,澳能建设
澳能建设拟3970万港元购买澳门物业,https://news.10jqka.com.cn/m608474279/,中性,HK1183,澳能建设
澳能建设（1183.HK）：主板上市首份成绩单“靓丽” 90%超高派息率再证扩张期！,https://news.10jqka.com.cn/m603736355/,利好,HK1183,澳能建设
澳能建设(01183.HK)受益于粤港澳大湾区建设 尾盘大涨近6%,https://news.10jqka.com.cn/m603629142/,利好,HK1183,澳能建设
时捷集团年度股东应占溢利增长3%至3.13亿港元 每股派16港仙,https://news.10jqka.com.cn/m610520744/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席兼执董严玉麟两日增持13.4万股,https://news.10jqka.com.cn/m608384133/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席兼执董严玉麟增持2.2万股,https://news.10jqka.com.cn/m608041637/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼执董严玉麟增持2.4万股,https://news.10jqka.com.cn/m608003308/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟两日增持45.4万股,https://news.10jqka.com.cn/m607977973/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟两日增持30.4万股,https://news.10jqka.com.cn/m607791045/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持19.6万股,https://news.10jqka.com.cn/m607729066/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持13.8万股,https://news.10jqka.com.cn/m607704542/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持4万股,https://news.10jqka.com.cn/m607681216/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持17万股,https://news.10jqka.com.cn/m607551979/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持13.6万股,https://news.10jqka.com.cn/m607527048/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持31.6万股,https://news.10jqka.com.cn/m607355703/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持27.6万股,https://news.10jqka.com.cn/m607296836/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟两日增持12.2万股,https://news.10jqka.com.cn/m607229359/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持16.6万股,https://news.10jqka.com.cn/m607180983/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持7.2万股,https://news.10jqka.com.cn/m607106638/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟两日增持6.6万股,https://news.10jqka.com.cn/m607038333/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席严玉麟增持42.4万股,https://news.10jqka.com.cn/m606950839/,中性,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持6万股,https://news.10jqka.com.cn/m605838553/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持23.6万股,https://news.10jqka.com.cn/m605664348/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持34万股,https://news.10jqka.com.cn/m605580822/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持5.2万股,https://news.10jqka.com.cn/m605551037/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持145万股,https://news.10jqka.com.cn/m605290122/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持4万股,https://news.10jqka.com.cn/m605260457/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持13万股,https://news.10jqka.com.cn/m605194349/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持25.6万股,https://news.10jqka.com.cn/m605038455/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持3万股,https://news.10jqka.com.cn/m604985648/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持66.2万股,https://news.10jqka.com.cn/m604885730/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持3.6万股,https://news.10jqka.com.cn/m604823700/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持117万股,https://news.10jqka.com.cn/m604740448/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持3.4万股,https://news.10jqka.com.cn/m604709102/,利好,HK1184,S.A.S. DRAGON
【权益变动】时捷集团(01184-HK)获主席兼董事总经理严玉麟增持5万股涉资12.98万,https://news.10jqka.com.cn/m604624620/,利好,HK1184,S.A.S. DRAGON
时捷集团获主席兼董事总经理严玉麟增持5万股,https://news.10jqka.com.cn/m604624322/,利好,HK1184,S.A.S. DRAGON
时捷集团(01184-HK)获主席兼董事总经理严玉麟增持9万股,https://news.10jqka.com.cn/m604484425/,利好,HK1184,S.A.S. DRAGON
中国航天万源去年亏损13亿不派息,https://news.10jqka.com.cn/m610557867/,利空,HK1185,中国航天万源
中国航天万源委任余毅为公司秘书,https://news.10jqka.com.cn/m610488853/,中性,HK1185,中国航天万源
中国航天万源预期2018年亏损约13.30亿港元,https://news.10jqka.com.cn/m610320580/,利空,HK1185,中国航天万源
中国航天万源：骆晓菁辞任公司秘书,https://news.10jqka.com.cn/m609224716/,利空,HK1185,中国航天万源
中国航天万源预期2018年度将取得重大亏损,https://news.10jqka.com.cn/m608856505/,利空,HK1185,中国航天万源
中国航天万源中期亏损扩大222%至1.68亿港元,https://news.10jqka.com.cn/m606884059/,利空,HK1185,中国航天万源
中国航天万源预计中期亏损大幅增加,https://news.10jqka.com.cn/m606069845/,利空,HK1185,中国航天万源
中国航天万源(01185.HK)预期2018年上半年经营业绩同比未见改善,https://news.10jqka.com.cn/m604531707/,利好,HK1185,中国航天万源
中国航天万源(01185-HK)：预计上半年业绩与2017年同期相比未见改善,https://news.10jqka.com.cn/m604531673/,利空,HK1185,中国航天万源
中国航天万源(01185)年度业绩盈转亏至2.37亿港元,https://news.10jqka.com.cn/m603661836/,利空,HK1185,中国航天万源
中国航天万源(01185.HK)附属与内蒙复材订立物业租赁协议,https://news.10jqka.com.cn/m602086780/,中性,HK1185,中国航天万源
中国航天万源(01185.HK)预期2017您年度将录得重大公司股东应占亏损,https://news.10jqka.com.cn/m601967110/,利空,HK1185,中国航天万源
中国航天万源(01185)中期业绩由盈转亏5228.1万港元,https://news.10jqka.com.cn/m600187436/,利空,HK1185,中国航天万源
中国航天万源(01185)上半年预亏6000万港元左右,https://news.10jqka.com.cn/m599409677/,利空,HK1185,中国航天万源
中国航天万源发盈警  料去年少赚18%,https://news.10jqka.com.cn/m588401057/,利空,HK1185,中国航天万源
港股历史性机遇逻辑梳理,https://news.10jqka.com.cn/m571702419/,利好,HK1185,中国航天万源
航天万源飙14% 料多赚最少2倍,https://news.10jqka.com.cn/m570798103/,利好,HK1185,中国航天万源
480.2亿 中国铁建资本运作抢滩西南市场,https://news.10jqka.com.cn/m611195210/,利好,HK1186,中国铁建
中国铁建获摩根大通增持350.14万股,https://news.10jqka.com.cn/m611188091/,中性,HK1186,中国铁建
中国铁建联合体中标重庆轨道交通5A线及G7611线昭通(川滇界)至西昌段高速路项目,https://news.10jqka.com.cn/m611155799/,中性,HK1186,中国铁建
铁建装备与中国铁建续订机械装备及配件销售框架协议,https://news.10jqka.com.cn/m611110466/,中性,HK1186,中国铁建
中国铁建签订价值9.43亿美元的液化天然气厂港口设施项目合同,https://news.10jqka.com.cn/m611085136/,中性,HK1186,中国铁建
中国铁建2019年第一季度房地产开工面积同比增长57.54%,https://news.10jqka.com.cn/m611080670/,中性,HK1186,中国铁建
中国铁建首季新签合同2973.99亿人民币增6%,https://news.10jqka.com.cn/m611060427/,中性,HK1186,中国铁建
中国铁建：一季度新签合同额约2516亿元 同比增6.3%,https://news.10jqka.com.cn/m611050371/,利好,HK1186,中国铁建
中国盾构设备助力“一带一路”设施联通,https://news.10jqka.com.cn/m611032265/,中性,HK1186,中国铁建
小摩增持中国铁建1046万股 每股作价9.73港元,https://news.10jqka.com.cn/m611032075/,中性,HK1186,中国铁建
中国铁建与加纳签订价值5亿美元的加纳中线铁路项目合同,https://news.10jqka.com.cn/m611028988/,利好,HK1186,中国铁建
中土签订俄罗斯土方工程项目,https://news.10jqka.com.cn/m611008301/,利好,HK1186,中国铁建
斯里兰卡连环爆炸 相关央企第一时间启动应急预案,https://news.10jqka.com.cn/m611000180/,中性,HK1186,中国铁建
斯里兰卡首条现代化铁路通车运营,https://news.10jqka.com.cn/m610963916/,利好,HK1186,中国铁建
中国铁建中标庆盛枢纽区块综合开发项目 总投资额约113.82亿元,https://news.10jqka.com.cn/m610949541/,中性,HK1186,中国铁建
中企再签莫斯科地铁建设新合同,https://news.10jqka.com.cn/m610900989/,利好,HK1186,中国铁建
中国铁建28亿人民币认购副中心投资基金,https://news.10jqka.com.cn/m610895192/,中性,HK1186,中国铁建
中国铁建子公司合共认购28亿元北京城市副中心投资基金份额,https://news.10jqka.com.cn/m610893944/,中性,HK1186,中国铁建
攻克几大难题的轻轨——记中沙轻轨项目合作,https://news.10jqka.com.cn/m610853116/,中性,HK1186,中国铁建
中国铁建被摩根大通减持1003.02万股,https://news.10jqka.com.cn/m610848736/,利空,HK1186,中国铁建
中国铁建联合体中标小清河复航工程PPP项目 总投资约133.02亿元,https://news.10jqka.com.cn/m610835122/,中性,HK1186,中国铁建
小摩减持中国铁建1003万股 每股作价10.36港元,https://news.10jqka.com.cn/m610834661/,利空,HK1186,中国铁建
轨交建设提速行业头部企业受益 六股牛哄哄,https://news.10jqka.com.cn/m610807870/,利好,HK1186,中国铁建
中国铁建附属中标江苏城际铁路工程中标价约30.47亿,https://news.10jqka.com.cn/m610767073/,中性,HK1186,中国铁建
中国铁建下属公司中标30.47亿元新建江苏南沿江城际铁路站工程,https://news.10jqka.com.cn/m610765347/,中性,HK1186,中国铁建
一季度141股公告中标 11股逾百亿元 9股超年报营收(名单),https://news.10jqka.com.cn/m610753336/,中性,HK1186,中国铁建
中国铁建：每手“18铁建Y2”派息52.3元,https://news.10jqka.com.cn/m610744998/,中性,HK1186,中国铁建
中国铁建：根据科创板上市要求 加大产业的孵化和扶持力度 争取有所进展,https://news.10jqka.com.cn/m610693043/,中性,HK1186,中国铁建
我国首次成功实现地铁盾构下穿运营中的高铁隧道,https://news.10jqka.com.cn/m610688806/,利好,HK1186,中国铁建
中国企业修建的斯里兰卡首条现代化铁路通车,https://news.10jqka.com.cn/m610688804/,利好,HK1186,中国铁建
中国铁建首次进军海上风电市场,https://news.10jqka.com.cn/m610682925/,中性,HK1186,中国铁建
我国建成首个大盾构基地配套码头,https://news.10jqka.com.cn/m610668936/,中性,HK1186,中国铁建
国内首台长沙下线：穿梭在磁浮轨道上的“猫头鹰”,https://news.10jqka.com.cn/m610663803/,中性,HK1186,中国铁建
龙头房企3月销售稳增 楼市回春持续性有待观察,https://news.10jqka.com.cn/m610656159/,中性,HK1186,中国铁建
中国铁建获摩根大通增持1241.33万股,https://news.10jqka.com.cn/m610646360/,中性,HK1186,中国铁建
国内首台中低速磁浮智能巡检车在湖南长沙下线,https://m.thepaper.cn/newsDetail_forward_3247990,中性,HK1186,中国铁建
中国铁建旗下中铁建国投集团在香港成立,https://news.10jqka.com.cn/m610633206/,中性,HK1186,中国铁建
小摩增持中国铁建1241万股 每股作价10.45港元,https://news.10jqka.com.cn/m610632769/,中性,HK1186,中国铁建
中国铁建在香港成立新公司,https://news.10jqka.com.cn/m610623919/,中性,HK1186,中国铁建
中国铁建勘察设计的几内亚首条现代化铁路开工建设,https://news.10jqka.com.cn/m610619695/,中性,HK1186,中国铁建
铁建重工拟港上市筹62亿,https://news.10jqka.com.cn/m610615287/,中性,HK1186,中国铁建
汉唐国际10月22日除牌,https://news.10jqka.com.cn/m607456021/,中性,HK1187,汉唐国际控股
复核委员会维持取消汉唐国际控股上市地位决定 继续停牌,https://news.10jqka.com.cn/m607382127/,利空,HK1187,汉唐国际控股
汉唐国际控股(01187)年度净亏损同比扩大2倍至2.34亿港元,https://news.10jqka.com.cn/m603351821/,利空,HK1187,汉唐国际控股
汉唐国际控股(01187.HK)拟为目标公司重新提交新上市申请,https://news.10jqka.com.cn/m602728932/,利好,HK1187,汉唐国际控股
联交所上市委员会谴责汉唐国际控股(01187)及数名现任与前任董事违反《上市规则》,https://news.10jqka.com.cn/m601587663/,利空,HK1187,汉唐国际控股
汉唐国际控股(01187)收购对象一家发电机及热水供应集团已完成重组,https://news.10jqka.com.cn/m600680957/,利好,HK1187,汉唐国际控股
汉唐国际控股(01187)上半年亏损扩大12.1倍至2.05亿港元,https://news.10jqka.com.cn/m599468144/,利空,HK1187,汉唐国际控股
汉唐国际控股(01187.HK)预期录得不少于2亿港元的重大亏损,https://news.10jqka.com.cn/m599326787/,利空,HK1187,汉唐国际控股
【盈警】汉唐国际控股(01187-HK)料中期亏损扩大继续停牌,https://news.10jqka.com.cn/m599326760/,利空,HK1187,汉唐国际控股
【盈警】汉唐国际控股(01187-HK)料中期亏损扩大至不少于2亿港元,https://news.10jqka.com.cn/m599326664/,利空,HK1187,汉唐国际控股
汉唐国际控股(01187-HK)完成发行1500万公司债券,https://news.10jqka.com.cn/m595969320/,利好,HK1187,汉唐国际控股
汉唐国际去年蚀1.25亿  核数师有保留意见,https://news.10jqka.com.cn/m588448409/,中性,HK1187,汉唐国际控股
汉唐国际研收购 首8月录亏损,https://news.10jqka.com.cn/m581969383/,利空,HK1187,汉唐国际控股
正道集团拟解散合资公司安徽天康正道新能源科技公司,https://news.10jqka.com.cn/m607630972/,利空,HK1188,正道集团
正道集团公布三款增程式电驱动汽车,https://news.10jqka.com.cn/m604163151/,利好,HK1188,正道集团
重磅车型亮相北京车展 正道集团完善产品规划布局,https://news.10jqka.com.cn/m604111735/,利好,HK1188,正道集团
正道集团(01188)2017年度亏损减少9.29%至3.22亿港元,https://news.10jqka.com.cn/m603661552/,利空,HK1188,正道集团
电池项目开工建厂 正道新能源布局即将“落地”？,https://news.10jqka.com.cn/m601972554/,利好,HK1188,正道集团
正道电池一期项目开工 2018年底投产,https://m.jiemian.com/article/1775344.html,利好,HK1188,正道集团
正道清洁能源汽车项目宁波开工建设,https://m.jiemian.com/article/1770529.html,利好,HK1188,正道集团
正道集团(01188.HK)停牌七月多归来 股价涨12.8%,https://news.10jqka.com.cn/m601573004/,利好,HK1188,正道集团
正道集团(01188)拟参与投资宁波市奉化区的新能源汽车项目,https://news.10jqka.com.cn/m600683511/,利好,HK1188,正道集团
正道集团(01188)2016年度公司拥有人应占亏损为3.55亿港元 同比增3.5%,https://news.10jqka.com.cn/m600240571/,利好,HK1188,正道集团
正道集团(01188)进一步无偿接收宁波合资公司9%的股权,https://news.10jqka.com.cn/m599367640/,中性,HK1188,正道集团
正道集团(01188-HK)：北京致云延迟对合资公司出资时间,https://news.10jqka.com.cn/m599032288/,中性,HK1188,正道集团
正道H600未来3年实现量产：中国将是“主战场”,https://news.10jqka.com.cn/m596893816/,利好,HK1188,正道集团
携新车亮相日内瓦车展 正道集团拓展乘用车市场,https://news.10jqka.com.cn/m596751683/,利好,HK1188,正道集团
正道(01188)参与成立宁波合资公司及投资基金拓动力电池业务,https://news.10jqka.com.cn/m596516621/,利好,HK1188,正道集团
香港智远：补贴退坡将至 正道集团凭钛酸锂迎来新机遇,https://news.10jqka.com.cn/m596239432/,利好,HK1188,正道集团
方立祺：水源互通 正道集团授购股权惹憧憬,https://news.10jqka.com.cn/m595473285/,中性,HK1188,正道集团
正道集团与安徽天康成立钛酸锂电池合资企业,https://news.10jqka.com.cn/m595379466/,利好,HK1188,正道集团
正道集团(01188-HK)附属与安徽天康成立合资公司,https://news.10jqka.com.cn/m595361689/,利好,HK1188,正道集团
拓展黑龙江市场 正道集团(01188)与哈尔滨田禾成嘉新能源科技进行战略性合作,https://news.10jqka.com.cn/m595112064/,利好,HK1188,正道集团
珀丽酒店18年股东应占亏损收窄96.74%至378.5万港元,https://news.10jqka.com.cn/m610556978/,中性,HK1189,珀丽酒店
珀丽酒店附属拟以6850万港元出售洛阳酒店股权,https://news.10jqka.com.cn/m608385084/,中性,HK1189,珀丽酒店
珀丽酒店售洛阳金水湾大酒店股权录2960万收益,https://news.10jqka.com.cn/m608384790/,中性,HK1189,珀丽酒店
珀丽酒店控股停牌涉出售附属公司,https://news.10jqka.com.cn/m608380742/,利空,HK1189,珀丽酒店
珀丽酒店拟6100万元出售洛阳金水湾大酒店60%股权 27日复牌,https://news.10jqka.com.cn/m608377923/,中性,HK1189,珀丽酒店
珀丽酒店26日停牌 原因待公布,https://news.10jqka.com.cn/m608353460/,利空,HK1189,珀丽酒店
珀丽酒店签和解协议 终止收购广东河源渡假村物业,https://news.10jqka.com.cn/m607351085/,中性,HK1189,珀丽酒店
珀丽酒店终止收购广东河源渡假村物业 并签订和解协议,https://news.10jqka.com.cn/m607348684/,中性,HK1189,珀丽酒店
珀丽酒店股东应占中期亏损收窄45.2%至4263.2万港元,https://news.10jqka.com.cn/m606853851/,利空,HK1189,珀丽酒店
珀丽酒店(01189)股东应占年度亏损扩大34.35%至1.16亿港元,https://news.10jqka.com.cn/m603637517/,利空,HK1189,珀丽酒店
珀丽酒店(01189.HK)年度亏损增长34.35%至1.16亿港,https://news.10jqka.com.cn/m603637375/,利空,HK1189,珀丽酒店
珀丽酒店(01189.HK)可能收购进发控股51%股权的框架协议失效,https://news.10jqka.com.cn/m602298999/,利空,HK1189,珀丽酒店
潘国兴获委任为珀丽酒店(01189.HK)提名委员会成员及主席,https://news.10jqka.com.cn/m602272960/,利好,HK1189,珀丽酒店
珀丽酒店(01189)中期净亏损同比扩大1.35倍至7776万港元,https://news.10jqka.com.cn/m600158577/,利空,HK1189,珀丽酒店
珀丽酒店收购珠海立洲酒店五度延期至年底,https://news.10jqka.com.cn/m589904921/,中性,HK1189,珀丽酒店
珀丽酒店终止投资加拿大酒店,https://news.10jqka.com.cn/m589649623/,利空,HK1189,珀丽酒店
珀丽酒店(01189)投资加拿大酒店交易告吹,https://news.10jqka.com.cn/m589642557/,利空,HK1189,珀丽酒店
珀丽酒店飙两成后停牌 涉配股,https://news.10jqka.com.cn/m573034248/,利好,HK1189,珀丽酒店
